	Domain	Phylum	Class	Order	Family	Genus
3e2d0c500700da46c435f5517be95b3c78556580	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	Neobacillus
dc2da102033dbd9f083e168e637d1a2b8d5646db	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	Gottfriedia
1d016e7acea393399895bc74951536794e83f59d	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	Gottfriedia
f86f6b07d505cf6f84bfbb268d7bc034151531c2	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Rhodoplanes
80acf5028ed61880c52edadee1cc0c122067a80b	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	Neobacillus
74454b348c69f3746202ba306079ef67d8c8f1f0	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Bradyrhizobium
09a07dd82d7c8905aa12c9f7b555f95f844541cd	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	Neobacillus
21fb8476b6556c899ce020fdc1a8ada026df9901	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Alsobacteraceae	Alsobacter
6928b7a24c808a20492b78c9e3b7e871e8b704a8	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Rhodoplanes
729caf587239e66b0da68453d42d7b9db8ff188a	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylocystaceae	Methylosinus
f45086802eeaf57eda2dff923e76be11a6241fc2	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Rhodoplanes
917ac8f192ba5459704840ff433fe2793fca4007	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	Gottfriedia
356d4906cbd20438256344b0fb01bce9d82dc8f5	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	Peribacillus
df2aaebef572ed3a3268b950c3a2eb7bfdc1d403	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Pseudolabrys
11881d9d6662f597811bc45ac9bcb86aa62c6971	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	Neobacillus
44bbd747fc8f02b247c7cb368756c27373ecc836	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	Gottfriedia
72b11b8701008955ae11f6d91eab7ed8dfdd9b08	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Alsobacteraceae	Alsobacter
12507eb5222dc3a8be42e595dc03c8f5160e5192	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	Gottfriedia
7020ddd51c9dc0010bcd394271c69eefd94d8468	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira
66d89c4e3ad337de0eee984907c6d169c907e72c	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	Bacillus
08679baf8c3cb35f5a8dc8965a202798972493a0	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter
ba4b1808a2dd0cd2ac65d1aa97cca5e8cb52ba45	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	Neobacillus
9010de17433678278d22031c8574162481ea77e3	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Pseudolabrys
ebca354de9844b4d700bdff934a5ddf290606e1f	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Pseudolabrys
32ab2775a90c30601f5cafc2609fea9cc6cb6e15	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	Neobacillus
e1972b9997fb72afe0dc5f2d4c54d3a353f3a784	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Undibacter
f00ed5d5652f69762bbd54f252e7a7e22cf3022c	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Bradyrhizobium
e37191f7b8c28600eec0a7daeae36031813ddf43	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	Neobacillus
feed75e9ee68f7500d3918f136abc6f36e273bd1	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	Neobacillus
c45d24a69e9ca100e42215f0e4470a9835707f7b	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	Neobacillus
ee82886e0dc4ff99f059f4eef83653e8943262ec	Bacteria	Acidobacteriota	Acidobacteria_Gp1	Gp1	Gp1	Gp1
be7ad3478ecbfa69680bfef3272c6b7f97e65a91	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
11f189d181cd5d17a0367f809f9559f9c82c59c0	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Pseudorhodoplanes
24ba85af80e3546a9613feec965d9f62c7cbe776	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Rhodoplanes
c6338a60a484212350feb1f622114f18a6507c58	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter
5973702e00637cdb689d500b573b770d3a37da38	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	Neobacillus
273179eb6aef3a8001f6f07f6ebf093c3b651b87	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Methyloceanibacter
d915eab0d9b59d7801bb6326c303a1f33252f33e	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Rhodoplanes
7676b78e375b6eec50a93483e9ada9cadb232839	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	Peribacillus
e38b485199f700684a1545101211714100370c91	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
42116c0acb06b6e2c742bb13d9b41d6d60510524	Bacteria	Pseudomonadota	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	Desulfocarbo
ddb196519c0511decdf652593ba98244aeeb623f	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	Peribacillus
814429ce330d2d185e909c1bd607de47b70c411c	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
169022e205e16dd8e7e96a16f317ac3b2772ab85	Bacteria	Acidobacteriota	Acidobacteria_Gp2	Gp2	Gp2	Gp2
8b4e26bd54c37745cab6e5c3a6e97b1336791c4c	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Parvibaculaceae	Rhodoligotrophos
8b79bf8a3e3ec80bd0c41761f5ad090c98986e57	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
3281e37119fe058b33a426268a78f7a4ada96fcb	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Pedomicrobium
4667b793defcd4dfe871ab21d3896b3a2d5ad2e4	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	Neobacillus
b3b2508a795cf2ae1949eff8c8e29aa3dd7166a2	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter
9e5f8c739fb6c8785f16c3b9ff77644dc785dca2	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Rhodoplanes
746b879098caca1edd25e1cd0754222a53c55c4a	Bacteria	Actinomycetota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinoallomurus
9aa7175f9a1d43c0f13deadcb7a8afd0f9bdbc63	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Azospirillaceae	Deserticella
d895e847d33b5fa4da79e358691dec9cd2676bc9	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Rhodoplanes
64d9244431dfe71289be7f3beb1f9eacd534f0c4	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
a7993ebfa6a6b5073a201e76bfe7b185e1849614	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Bradyrhizobium
e666fff32cd459895f720f0461c061e82b92de29	Bacteria	Actinomycetota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinoallomurus
883b4447dbdbc420bfb6c20aa54911763cfa6bbd	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium
0c3ff710e40b2f872e898f6da09cb0ecac85ef02	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira
59c75378dd058730f6dd48fe04f0e753a3054941	Bacteria	Bacillota	Bacilli	Caryophanales	Paenibacillaceae	Oxalophagus
5e05c734bfbc94a3831fc6fd022e2dec50f894bc	Bacteria	Acidobacteriota	Acidobacteria_Gp1	Gp1	Gp1	Gp1
f6103b735979ce7fd38ab6964ce812face8b936e	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Bradyrhizobium
db08309d089e7833688a1ef552b169443b140552	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium
800ca9d7783057c6d4adcdf5da06d7acf7edd02c	Bacteria	Acidobacteriota	Acidobacteria_Gp5	Gp5	Gp5	Gp5
976e20f01183e74d02955f107a0ce97efaa4f450	Bacteria	Acidobacteriota	Acidobacteria_Gp2	Gp2	Gp2	Gp2
dfff86d1ff54e392261dc842b771d25a64e90939	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	Neobacillus
5eeff1314eeec8b254acabf1bc21179cd0025c29	Bacteria	Pseudomonadota	Deltaproteobacteria	Deltaproteobacteria_incertae_sedis	Dissulfurirhabdus	Dissulfurirhabdus
455419ca6a1fe84de772c814f229375e77beb3fc	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium
5bc03c08e1907929de421b0a1b3779cee15cca9e	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Tardiphaga
8b575c4c940ee6941f09c7958b23c99e6ee7a40e	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Archangiaceae	Vitiosangium
694d7badc34d6c6cfaeff9ba89515c4e72487269	Bacteria	Acidobacteriota	Acidobacteria_Gp2	Gp2	Gp2	Gp2
1b95a1bd6e4ece257b0e3520c8a96a770f9fbd8c	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	Pseudoneobacillus
074af1f80fd3151a05801138942c479d92011d44	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Pseudolabrys
40353a1ab612faf377229437ba89029d2fdc6bfe	Bacteria	Pseudomonadota	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	Desulfocarbo
99e0ae6d26db2b352b81cd3c331d046b906c9d70	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter
ad7163af9e1a8f1911168590f8fb39f0eac73f34	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Afipia
50e0f260d0e572dccedbac27b52ad06007ef699d	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Nitrobacter
10166b0023509bad974200a243f6335f3bd03571	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
03154104ff9e7b03dce52cdddbefdcb61f42b742	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiales_incertae_sedis	Piscinibacterium
ef17523c49964b7f100f5807199805c1c1ab6034	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Rhodoplanes
9d74a98a02121766ed4d0c571de6bebfbea25e14	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Methyloceanibacter
778834df1093d4dbfd181429df5e3f4037167063	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
35ff695c402132fc03bfe238da37b6b586213d4a	Bacteria	Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter
eb61830f246b7a6b89785fa6390e2a2b13d1fd67	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Pedomicrobium
fbd03a6081123ac3aa3178416f39014ac4523f73	Bacteria	Bacillota	Bacilli	Caryophanales	Paenibacillaceae	Oxalophagus
172bd9636c1c2d49235378b1acb599673b1b3030	Bacteria	Acidobacteriota	Acidobacteria_Gp3	Gp3	Gp3	Gp3
d0e93b1b28d814d61c3f148c68539503fe900f9a	Bacteria	Acidobacteriota	Acidobacteria_Gp3	Gp3	Gp3	Gp3
f5b49b93f2a9ee0d7d36c96e99dce7a8dbbc7f14	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Pseudolabrys
e2eddd02ad678ec5beef726827eb96fe79465672	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Kaistiaceae	Bauldia
52ea0abce0ef62a7e5ade17e0882e1d1b9b2ed5a	Bacteria	Acidobacteriota	Acidobacteria_Gp2	Gp2	Gp2	Gp2
1877134a60237396a70a50a44aaca9bf96fe4bb2	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Acidibacter	Acidibacter
a0fd9925f4d385708f7a7c4274814cafd1ca55ac	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Methyloceanibacter
340a1221de67b89e9ca6e81d9a61b77ebb0b07f1	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Acidibacter	Acidibacter
bdb4d9d3165e85c06b3f3cf3228fdc792dd363d4	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Rhabdothermincola
c0afa676ecc8518183ad30ba921ac7ce3669d27c	Bacteria	Acidobacteriota	Acidobacteria_Gp2	Gp2	Gp2	Gp2
44cffb60d64e40bfffcfa72b1bbe1508458b61d2	Bacteria	Acidobacteriota	Acidobacteria_Gp5	Gp5	Gp5	Gp5
8446a4c98f26ba767f4414c4c678122cdec55603	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae	Rugosimonospora
73a4df033cb9afe0d56a1a3e4a0416186b1c1565	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	Bacillus
3292e76beee15e06f104800c5e1737c700d53f9f	Bacteria	Acidobacteriota	Acidobacteria_Gp1	Gp1	Gp1	Gp1
665e8364091f8b5e5acc53423b0d0c8781db20cc	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	Ectobacillus
a1ebd5c24e867ee4c6d90356e17394576ccd4b68	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Vulgatibacteraceae	Vulgatibacter
fc15b5bb0f8364d1f174d3018e7276c0c07259ba	Bacteria	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Sterolibacteriaceae	Sulfuritalea
8db513b6a7a903ddb12902f434eb95ba845c4660	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Candidatus Koribacter
9f0444b996a7cd93e524cd4cbaa50349cb5146fb	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Actinomarinicola
ab24e89b8394149376abcde80965ff2f3530fc8d	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Microvirga
659bb0db1ac8a4ff05e3e7c6570155723f28177c	Bacteria	Acidobacteriota	Acidobacteria_Gp3	Gp3	Gp3	Gp3
a552997d5c9eff49b45f9cebd751c6e4ab88bac9	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Roseiarcaceae	Roseiarcus
6582edede7f99455c80e6740c60adc735ad941d1	Bacteria	Acidobacteriota	Acidobacteria_Gp2	Gp2	Gp2	Gp2
75a326e83071ef5f0007688ca84cd6266f679fda	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
8c3ea54081bd912b21e3e8bbe1d9768be163bf6e	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
299478224fea6f166048dc8d081e89361e0d1813	Bacteria	Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter
037beb262ea68973f6b475fed469fa7c377f7518	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Rhabdothermincola
430a40d7beb9914c55928e764406d531d417ebcd	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
4cf4416cc0dc0b8ea07eeb8837b1866061d47130	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
646e11f9ecfb0e0024c5217fd1332a658610c39b	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Pseudolabrys
3d426872ab96d1e3ae21041ebd210c1f3450974b	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter
d99932138391edee3c67d6b9b56cfc115949f9f8	Bacteria	Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter
e4702a136eed0b55860da446e67d93ed5e95dc3a	Bacteria	Acidobacteriota	Acidobacteria_Gp1	Gp1	Gp1	Gp1
4e051bae92a948b4c44dae7ab9ef42c9c3d226f6	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Pseudolabrys
cb4a8b0d92ad10a543ef38d066ff2b1743f68901	Bacteria	Pseudomonadota	Gammaproteobacteria	Nevskiales	Steroidobacteraceae	Povalibacter
28e955e363b4f45994ed766790435b29c331fd71	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Aestuariivirgaceae	Aestuariivirga
f643a56a87d2e30023baf2b0df73e5718b335f77	Bacteria	Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter
248d2718df9bba9962729de63ce118475302eb65	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Undibacter
6fb6d537612c75b374c10e8bad171dd7faa9ab87	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Stellaceae	Stella
46fc29f278607e27d25d99499d96d881b48b8607	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter
9537d3a85e2e5172833615a39406f386821ae3d8	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
9618b911d1a2291cdd90ce66fdfb3884e85d52ca	Bacteria	Actinomycetota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Spirillospora
dc9a44b98372900c67051daaa0b0964fdf4330fa	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter
4b13a9b5cb2b2a70cb008d472e972e9705d80d88	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	Gottfriedia
e11a14ed0f0aa911a266372f1d9853da74343bfd	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia
01b3f73666dce9b7f779c6a55d1047a6e28fd3a2	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
831fd859df7891f570b936ae62d2c38c619bf178	Bacteria	Actinomycetota	Actinobacteria	Jatrophihabitantales	Jatrophihabitantaceae	Jatrophihabitans
57d1f87ddfb0ed50b869816c843e05c911092425	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Dongia
970ed440d9a379bd6bc747f01883eed84c6bc3aa	Bacteria	Pseudomonadota	Gammaproteobacteria	Nevskiales	Steroidobacteraceae	Povalibacter
450d9e3a32b3e9c2bed7cebe50c0e82eb88ca63e	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Microvirga
0995c5218fc7977d4fbda42d99964db23a4dec91	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	Bacillus
b623bcc31beeb0ebc85aa5e6fb78a09fc3a316be	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Acidibacter	Acidibacter
32c619ee9c229c32d2feefaeff1d1cf8a41054f6	Bacteria	Bacillota	Bacilli	Caryophanales	Paenibacillaceae	Paenibacillus
11bd67a5eb0d82bbd669de33f2efad4bcdb1d4a2	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter
1eeeff4890d2e5d28815c87714482c36b739e1ff	Bacteria	Acidobacteriota	Acidobacteria_Gp2	Gp2	Gp2	Gp2
d24d080eb08c2ab194540a81198aad9cda7abeb6	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae	Labrys
7e86ccf5dbfa824f1aeb930d3f6e20db493bf908	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	Bacillus
1227a39aba080c320f1bcf6394ec6555afd2b237	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Vulgatibacteraceae	Vulgatibacter
e0f45a4a7ada7e77df85b356ed94acf925e255d3	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter
f9773e1e79139ac9a89fbce4ddc1f7383024d937	Bacteria	Actinomycetota	Thermoleophilia	Thermoleophilales	Thermoleophilaceae	Thermoleophilum
9599e18bb36d62a0dde831d614ed9b2533b8458c	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Acidihalobacter
db559c61feef280939218f9306550b69f1cf5195	Bacteria	Acidobacteriota	Acidobacteria_Gp11	Gp11	Gp11	Gp11
84600f7928fbf8e23c997712073210c5ade7f775	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Kaistiaceae	Bauldia
ff1928064f60961ecf64dc4f0f39aacc6e4635dd	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium
d63f697bc9b820de25bbcba541206fdec01483d0	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Acidibacter	Acidibacter
88cb3d6d5cd1b14f26273f49d4336e1bd9957865	Bacteria	Acidobacteriota	Acidobacteria_Gp5	Gp5	Gp5	Gp5
d4118f487f4e098d6042c7508cc33e7ab41ef8e3	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Actinomarinicola
3b921890a35c09b2b24c0b221cea6ec4444cebb8	Bacteria	Acidobacteriota	Acidobacteria_Gp3	Gp3	Gp3	Gp3
71cac7c7d9bde7760172417bd00c9e11458aeda3	Bacteria	Actinomycetota	Thermoleophilia	Thermoleophilales	Thermoleophilaceae	Thermoleophilum
7c95792422df5ac1e73976bbdd257fd75cee1318	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Kaistiaceae	Bauldia
bd1c5e568089068ad1e0bf43d4e8156a889ab3e9	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum
f770262a1331f6d6842cc358e1546fcf040920e6	Bacteria	Pseudomonadota	Deltaproteobacteria	Deltaproteobacteria_incertae_sedis	Dissulfurirhabdus	Dissulfurirhabdus
14e1b7abf1895d6f1d14cd1ff42e489bf104256a	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Microvirga
f52c9cbaa1274fe145215ec9cc6c7cb63615bc33	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Phyllobacterium
9244afcb00d1a39bfd734af5851c78fb2ef352f8	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
959e2cf355780f744a78ae9994f23bd38fa98abb	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Pseudolabrys
dd47b85f72bdad7549138d215d73317dc419a68b	Bacteria	Acidobacteriota	Acidobacteria_Gp5	Gp5	Gp5	Gp5
927b9d6a7fb0d28ed25491a8e6d15e3ccd8be8a4	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Acidibacter	Acidibacter
d6731ffa9154d7d11209908852d252a1b53b461a	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
81300deda307a8afe555b6a95ef23d42f90a015e	Bacteria	Acidobacteriota	Acidobacteria_Gp5	Gp5	Gp5	Gp5
d67298f0632e7da5cd22437be60d4605bc50fc88	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Terrimonas
71db5da1abc323cb0f06d9e62a2cac2e89db33ef	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium
4a4396a08e8cf747d38ee2ecf17ffe088e2800da	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiales_incertae_sedis	Thiobacter
b4a74ae86a4447eb2955b565be766d8a49fa5360	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	Priestia
8d1c752464ca0adb0f8c4189c1447ef81af5f511	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
4d179db38d524e658b9cbfa522f0f3e755ec2b21	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Afipia
dba6faec069b5cb247f308b506dbb9368b727864	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Rhodomicrobium
e15a7a21aa40dd416d80559a6e98220523df5719	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora
609154d776422e0c2b908420ea1cc2cc1bf36ffb	Bacteria	Actinomycetota	Actinobacteria	Streptosporangiales	Treboniaceae	Trebonia
5c3f344dbebf566f74788ca43f8a7bcdd2e82f22	Bacteria	Actinomycetota	Thermoleophilia	Thermoleophilales	Thermoleophilaceae	Thermoleophilum
a9acf768103e11c0e89fc65e887742266e38c361	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
ff033a2fe1c42024c82904d4f5fec5adbe61de54	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola
93c69c65a8aa34ea344b8ca7543d5a620877f9ad	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
e2bdd3dd2f55b24f27663b37b70c84b71a20461d	Bacteria	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Sterolibacteriaceae	Sterolibacterium
f50bc9365c77729404b90b0ff14037b22700f024	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae	Plantactinospora
4c0fa4ca2db3ae784a2749ff6ac7e7fd393b3ea9	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
3263ba2e72fbc0126eab7970d38f528779aa87c3	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Azospirillaceae	Arenibaculum
