	Domain	Phylum	Class	Order	Family	Genus
fcaabd29b5517d81fe8228af2fb71797648aa7d8	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Azospirillaceae	Arenibaculum
2f6526b136be4f0e8cb2771d476b739a56b1c88a	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter
2574ed699b475da66735d6981bed47847fd5d3fe	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia
83b9e069cefe413d08cc4d9de90fe13ae2851ced	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia
4354e57d3a7966c14789be265dea6f009cd03059	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Terrimonas
bd44e75aff5f197df827b6c46ff0aad7602c60e8	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidisphaera
976e0eb188fafa7efdb401f27464779ffb148648	Bacteria	Acidobacteriota	Acidobacteria_Gp3	Gp3	Gp3	Gp3
ba3352478424ae2ab552a708b9731e8ce2aaa44b	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Microvirga
3bcd33c9bde66bd6e8ba3b8755849ebbcfa2c9f7	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae	Rugosimonospora
d39fedf03cbd7fd1a0f490f3d39f4bca47e3c413	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella
6162310d47d75b5a553243c507e0ef13a328b55c	Bacteria	Actinomycetota	Actinobacteria	Geodermatophilales	Geodermatophilaceae	Geodermatophilus
54d8aa4c9cf03b74808ec286d816ea5144bc00c3	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium
3b9f8d55571a6b44cb8a5ea233be43900785a07e	Bacteria	Acidobacteriota	Acidobacteria_Gp22	Gp22	Gp22	Gp22
930e4d8120c589c47d28ee90c53c8c9b1d138bff	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Archangiaceae	Vitiosangium
b349447fbe632963530a21c332e6c0a63369baf5	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Rhodoplanes
bd6163c4f94c009f371463a7fe74ea9302cc8e36	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Gemmatirosa
13ec483d74538f1c868c63bbd2db20ca5c3352f8	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Crossiella
7b41eda80e2e6e3a6c54970e15c1eba821e6d583	Bacteria	Pseudomonadota	Deltaproteobacteria	Deltaproteobacteria_incertae_sedis	Dissulfurimicrobium	Dissulfurimicrobium
4b7e29b10a858d66ff7e274915649ba73b18bada	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
ace1e95dad6ea571f4f2328c59630e79fa4021a1	Bacteria	Pseudomonadota	Gammaproteobacteria	Nevskiales	Steroidobacteraceae	Povalibacter
a3d6b9731db483e395d08c9ac4a1ae85fcb3a2f9	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Baekduiaceae	Baekduia
0e25a832a5457745565e1862b1721e4cd40b6891	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Kofleriaceae	Kofleria
c43e36a0e806f00f6150a8ece588240432eef245	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Psychroglaciecola
9b5df9afdf6cef95dfa62a87e76903299234e7aa	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
bf68a55d9f5108c4cfe8c7bdccd98e72e921c78b	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
625a6e16514895b436f6ea04e94500e86083ebc5	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Baekduiaceae	Baekduia
f48b7f0475a527e137ca0e3f23c63b8fceecb9eb	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiales_incertae_sedis	Thiobacter
118fc7f6dac28ea3eb38a8bfc155c7552d59800a	Bacteria	Acidobacteriota	Acidobacteria_Gp5	Gp5	Gp5	Gp5
a478786e4fa90040e1ccfbbf731c1ef7a5b7db10	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Afipia
e18e260051a2576a939b29b7db6b318afd2be1a3	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
4542b02e04a1bc5df9172908aa91dcef3cc20120	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia
52472f51b506e3ac410653c9bb9ca4a45776aab0	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Roseisolibacter
e5d20775c7206b36afe517901e5c06e5a241c406	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Methyloceanibacter
dce38a7e352340e930732010cc19317b260ebe44	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Conexibacteraceae	Conexibacter
2be955dd597a5fd3aa5669f3d4465929e92f6113	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Scleromatobacter
cde98334a05fcce7bad4979ff00de824858d1bbc	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
a4d17577a047f47b99e70b9e1b8007a46b476cfc	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
ec900ae0584fa46423994f9b51f44b235e2de16d	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
419857233b389053c2d6a42f361da4be71c69353	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
1e81fbf6657c9f5a5feb4cb8016ca4b471c1a993	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter
30462a76c9fc825ebb85e358f317bb289f3d548e	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Gemmatirosa
512740184cfc677a30d94e2492c2625192bb97e5	Bacteria	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Sterolibacteriaceae	Sulfuritalea
acfb347b62bdcc9696f1b92262a1895e108608bb	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium
d9131400515df51922b625f264937dc881c1f5db	Bacteria	Acidobacteriota	Acidobacteria_Gp2	Gp2	Gp2	Gp2
695c7fe6a139be7e34d2d6ae5503f5f6458d46c8	Bacteria	Actinomycetota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces
916b9384abf04e86382f76ecae6547efbc2837a9	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter
e2b8a250e8cdcc1b055f7686577c60b6c5ba4844	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Acidobacterium
fd9da0651dac9e595f8fceb3fd1086e38f7a146e	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Acidibacter	Acidibacter
00cc4842d65ba62963a1a16defcd6aa4bb609184	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Gemmatirosa
ae49c21cd25041d98f2d7f5460ed6772f7ce72ff	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Gemmatirosa
7f71caf7fe2a24d56469bfa4ebba5c07b0905585	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Nocardiaceae	Rhodococcus
6dd06a742e3e9f1c829e36081101caf120bbc38c	Bacteria	Acidobacteriota	Acidobacteria_Gp1	Gp1	Gp1	Gp1
e7ee625a8631a302580470bac16f75cece9960e6	Bacteria	Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter
13031de023991435609419bdf93b627ca5f93e9a	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Rhabdothermincola
446f1cdcf8fce863e423c04bb86c4e8b489b23f4	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Trinickia
8bdd866f0b33d5622998798c9cea1800081a3b5a	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Roseisolibacter
0b215547b09d7e87a5c80a5e5d075247bf55faaa	Bacteria	Pseudomonadota	Gammaproteobacteria	Nevskiales	Steroidobacteraceae	Steroidobacter
33b7fcab97e1a288f538cea378d7dbe21c27a079	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Hypericibacter
606a8b1f8296db89be593bacf0b603a8234305f0	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Lacibacterium
ffdb75f89fc4cbf220d2760e156f9b7ce2b4dc7b	Bacteria	Actinomycetota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces
8d2ee04b052c321e17cc53f52a3586e54a41152a	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter
fd1cacadeb3d5273d4405a6c2b63f8a74ff0f8eb	Bacteria	Pseudomonadota	Betaproteobacteria	Ferrovales	Ferrovaceae	Ferrovum
c4b96e88e43bf80819b520ce90cd89a9968a24da	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Acidibacter	Acidibacter
abdf6bfb9cf7c85a3ad9a2cfb87bdf70eaa4ab62	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Actinomarinicola
0d2007a252a01913e3408b09ae324be84b0b797c	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Acidihalobacter
3dd9e8f351de7defac3753df1010f4e6ea8c671a	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum
641488511665b862873f061f7a3b2a6837097f7e	Bacteria	Acidobacteriota	Acidobacteria_Gp5	Gp5	Gp5	Gp5
5f129cbbb56722f0320ab52348fe479cdff4082c	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Azospirillaceae	Arenibaculum
fbb1f299f666222905874a9da957a1f9fa12d6d7	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
9af94de09597b532c818fd0d0979f9f62ffe3f4e	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Thermoanaerobaculum
3babce264b696357094ec686bb92065d498a956d	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
7f90987d5d5b6aa774ab3818dfff95c5e849fc83	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Novosphingobium
f49bf52c69a5f4b94190e6a829165caf32c92333	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Methyloceanibacter
074f895ae68d8393506b782d156755390f6c1968	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter
38887910bf524344ec2ced81310d8fb76940284c	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
6895090eed6ea8aadfc5ae4454ab5dd32c7179aa	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Rhabdothermincola
d289ec0f9c1a97c00e6ccf7909a490b5cd5fb51b	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	Desertimonas
21ea9e247043dc1f674892f895bfdc25fc2841b2	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus
4787788d1f7a4a0aa4d343d0cb1e547ac9613b6f	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Pedomicrobium
e0be867d7d2d0fc077c608981078f4cf713bf903	Bacteria	Acidobacteriota	Acidobacteria_Gp1	Gp1	Gp1	Gp1
ffbd67662a2c64820536bcaac6c0816681c3f173	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
adfbf546942305261852333449a9625497492bc8	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Myxococcaceae	Corallococcus
bc24636b041be4deaa9be5af75b25bc15d7bda26	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
0f2ba95cdf489125ee95101b16590143ab2a26f3	Bacteria	Acidobacteriota	Acidobacteria_Gp3	Gp3	Gp3	Gp3
5ab2d93924496ba9350edd04b14212102a72add4	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Parviterribacteraceae	Parviterribacter
6a60030153e8f02960497184de71e10f48f23730	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Nocardiaceae	Aldersonia
526ea0237fe421873ff924ce4d2288a182f261e7	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Tractidigestivibacter
e6ae265b1dca507b750545bec6a2f93df3ece5b3	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Terrimonas
566c5d226d336c06f52fc1aa6e1232b87ea9cc33	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Labilitrichaceae	Labilithrix
97078ab7bdf5bc4062aa9359646c1db7312c72d6	Bacteria	Acidobacteriota	Acidobacteria_Gp3	Gp3	Gp3	Gp3
75b6aa4ebe333d56326d2ac94a751d3bcf6a11f2	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Azohydromonas
dbb116ebc18fb2321696b47f552bf81c4f63b933	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	Neobacillus
a09f549425c66b0d4a3f0c552adcd97d8abfd262	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
9b581e84367d51d8ab271fa52303dc63ac2a6ab5	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Caldimonas
eba60f0b4124a3f4c854608b1d8489cfa6399dbe	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	Neobacillus
86fedaa0639ce634c36717fbf4881b2eb3dd5540	Bacteria	Acidobacteriota	Acidobacteria_Gp2	Gp2	Gp2	Gp2
e7a31536265ccb68f7d6ad702c289a0fba4127e6	Bacteria	Pseudomonadota	Deltaproteobacteria	Deltaproteobacteria_incertae_sedis	Dissulfurirhabdus	Dissulfurirhabdus
1eeda0843e3da8bd58d61a081ca63b23beb8efef	Bacteria	Actinomycetota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces
efc0b0eb1003ceb3e8f4872695e9275bf90cd1c8	Bacteria	Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter
358a6c67e0a6da2cdb90db03297358494c832acf	Bacteria	Pseudomonadota	Gammaproteobacteria	Nevskiales	Steroidobacteraceae	Povalibacter
81175bafa1a2b6399bc33abc53d354419d9d4771	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Undibacter
b80dc72cfc23d7a2d5ffb4c9807f4ebfac7af29e	Bacteria	Actinomycetota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinoallomurus
b4c5c0485f618f1eafd578709b417749183a21ea	Bacteria	Acidobacteriota	Acidobacteria_Gp2	Gp2	Gp2	Gp2
f689564ad12c77f957bb11f2e89443ca6a2059f1	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
7aa9889113f2c2a9cef946049ed443f512061711	Bacteria	Acidobacteriota	Acidobacteria_Gp7	Gp7	Gp7	Gp7
b239014316ad740c04cb85a138a7545d2724fa51	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Phaselicystidaceae	Phaselicystis
b2da4f2a1fda140a5e0895a472049800f18c4bfa	Bacteria	Acidobacteriota	Acidobacteria_Gp1	Gp1	Gp1	Gp1
b8580b5c3a1da3cb598b6ad1583eb3d8700ffa39	Bacteria	Acidobacteriota	Acidobacteria_Gp3	Gp3	Gp3	Gp3
daf7847d7c0d3eecbd7fcc9d800f5d2c575e2284	Bacteria	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Sterolibacteriaceae	Sulfuritalea
61fca9101597c7d8ccc91dc21f2b849d418f0a05	Bacteria	Actinomycetota	Thermoleophilia	Thermoleophilales	Thermoleophilaceae	Thermoleophilum
285cfd01ca4934d29dc3964bf2d51a2ae7f99961	Bacteria	Pseudomonadota	Betaproteobacteria	Betaproteobacteria_incertae_sedis	Casimicrobiaceae	Casimicrobium
ff334d34beb97ec62048827879b7285f6f29545a	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
c5649466231e5289f54019e6a17eac1aebeedec5	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidisphaera
cc603a0a54b33ac5b0298813c251dde7a4e3b3e3	Bacteria	Acidobacteriota	Acidobacteria_Gp1	Gp1	Gp1	Gp1
ced6de9a9f9e6bd0b14888e02ed94ffc98953eb5	Bacteria	Actinomycetota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Bailinhaonella
9d6faa20ce8be9f31cae4eb5336a7c69de72ed7c	Bacteria	Bacillota	Bacilli	Caryophanales	Caryophanaceae	Solibacillus
9270f5c91cc0cc9bf1e1f879f71fe519eaaad895	Bacteria	Acidobacteriota	Acidobacteria_Gp5	Gp5	Gp5	Gp5
7d4d95b8a62d86fe6715f5f72432eef94a1fbccd	Bacteria	Acidobacteriota	Acidobacteria_Gp22	Gp22	Gp22	Gp22
231ed389f71682cf5bade3e155bcbf2d0f427f86	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
affb0c7c0a5f130494a9f8b21984ed1274821dd6	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Archangiaceae	Vitiosangium
48d87d32cb551d59d63daf5eca53713af8b94f3a	Bacteria	Bacillota	Bacilli	Caryophanales	Paenibacillaceae	Paenibacillus
21f64b48a6e73a19ebc27026ce5a23c435e4142c	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Terrimonas
9ef2802ec7b09d073291f3a252a915a4171bb386	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavipsychrobacter
e4285cab218dc576a6907a81e1b5d5dd08a4e9c0	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiales_incertae_sedis	Aciditerrimonas
5d4afa3b4160b02437616e8ead09636056cc286c	Bacteria	Bacillota	Bacilli	Caryophanales	Paenibacillaceae	Ammoniphilus
862f2f09c2e936b83782dc0c5de372ac3003428e	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
014b75077ef47fab9633c96fdb844fd9df7f9451	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia
472e39be2d72337170b0e3546449ca00b8ab395a	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Methylohalomonas
f5ac3e768dd0d926e0320653977ddeb30d4174de	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia
2bcbba81d376db6da4f4233a7ad7845fdf5ac75e	Bacteria	Acidobacteriota	Acidobacteria_Gp1	Gp1	Gp1	Gp1
2791e67fee3912f7fae9ace0496e10fbb35846e4	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	Gottfriedia
59cd49f0f75ad191c2a052575eedc7cf689c883e	Bacteria	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Sterolibacteriaceae	Methyloversatilis
ddebd56e3cf09383213273ef2000042f2eedd205	Bacteria	Acidobacteriota	Acidobacteria_Gp3	Gp3	Gp3	Gp3
f8f6af5c804a8fc0a37230f466dc5e571446c46a	Bacteria	Acidobacteriota	Acidobacteria_Gp3	Gp3	Gp3	Gp3
c272d8941066352b59fb9b2e74ca37f920633902	Bacteria	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Sterolibacteriaceae	Sulfuritalea
e1d20ac514e985874861426802f8376089f4719a	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Roseisolibacter
9a9b83801281d32b5c84da7ff50da3ac2c22bda8	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Gemmatirosa
a0b0e97639a25cf66ae9c7fe7388c60c16f841e7	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
5ddd4addbdc54da21a992fbd003681a112ec27b7	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidisoma
e2eb600995a102df3216443d2de231ef8e1724e0	Bacteria	Pseudomonadota	Deltaproteobacteria	Deltaproteobacteria_incertae_sedis	Dissulfurirhabdus	Dissulfurirhabdus
9a901ae17d0a43173efe932e6f8d561c3bd62352	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Kofleriaceae	Kofleria
ac82c0a77222ba4b567216695e3966aaecb8aa6b	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Parviterribacteraceae	Parviterribacter
7eaad176515c5eb1cebdffd752202b70ec1115d1	Bacteria	Acidobacteriota	Acidobacteria_Gp1	Gp1	Gp1	Gp1
e4da37317267a50c059a6f2d1209f475db81900d	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Roseisolibacter
be19f1bd0552491f5d8c54c4b2c2d14abdc727d4	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Myxococcaceae	Aggregicoccus
90240ec428860ddb201f652e2e73dfb1c37b9f8b	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Kofleriaceae	Kofleria
f59b3a98e1d0e8eea0ad1c55eee44d491ed54075	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
313752b49af65d60b0a5f0851a4817133f8c6ee7	Bacteria	Acidobacteriota	Acidobacteria_Gp3	Gp3	Gp3	Gp3
b7069c90b6c5cc04efcdd17f19237217a8fc7996	Bacteria	Acidobacteriota	Acidobacteria_Gp5	Gp5	Gp5	Gp5
dea59ee75c2909c1f5c7ffe8aa78247ac12d1946	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Rhodoplanes
17a09c1d1120317ab9c466af3ba2f61d422db834	Bacteria	Acidobacteriota	Acidobacteria_Gp1	Gp1	Gp1	Gp1
bc8a1f43b2203a97e84b5352f3e8b8eaac3ce19b	Bacteria	Actinomycetota	Actinobacteria	Streptosporangiales	Treboniaceae	Trebonia
a9154eba2378d8cbdcac4ad63b6754ce411903d0	Bacteria	Acidobacteriota	Acidobacteria_Gp3	Gp3	Gp3	Gp3
ffc50c4c873996268cec003f1d9cc02acf0b9a6d	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Rhodoplanes
daf30027c524499d81f50400d1bbfc63453d88c1	Bacteria	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Usitatibacteraceae	Usitatibacter
5fc343418e385983116514629c0cf563b99eb5f9	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora
6f0806991d3a760898bf78da109f72d62757fd7c	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Gemmatirosa
c184091c83c68edbadbec67351e86206ac4644af	Bacteria	Acidobacteriota	Acidobacteria_Gp5	Gp5	Gp5	Gp5
d0e2fc9ce688e47500866b0adc6de37bfb9f98c6	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Niabella
e5ba843d7920d46754f5a3ba8e5c22622c1f32f8	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rudaea
17dbd1f03c4b377ac0c5312d1da45dcfedd3c4de	Bacteria	Acidobacteriota	Acidobacteria_Gp1	Gp1	Gp1	Gp1
43767f0b587bcc1036f0784349b2d2e6cbe7fb72	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	Gottfriedia
ca37c6c9aae34ec326aa26e98c3b4c989c41c967	Bacteria	Acidobacteriota	Acidobacteria_Gp2	Gp2	Gp2	Gp2
912db7bc69862305f00a48f6ab1e036eaf2af578	Bacteria	Bacteroidota	Saprospiria	Saprospirales	Lewinellaceae	Phaeodactylibacter
b1daa7be9124709d9fda37d37fc6c356ee495681	Bacteria	Actinomycetota	Actinobacteria	Streptomycetales	Streptomycetaceae	Peterkaempfera
6584d10608dad2f8838a6d3b34a7dbb02aee5f2e	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	Peribacillus
1fafbdb2bd45ee77028f2c3c621bec307a67f9b0	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium
dd4d4ae42e69f908f5ee96ad9b408efe9f8c522c	Bacteria	Bacillota	Bacilli	Caryophanales	Alicyclobacillaceae	Effusibacillus
91d9d8f1e5f66e1029b28d1716a6d66307c8b7d5	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
5ce5c71e91deae7d43daeb0c0d924a155bfe3e7b	Bacteria	Acidobacteriota	Acidobacteria_Gp3	Gp3	Gp3	Gp3
2bbe23686d661010f7b0767c9aac5d7d47b081fc	Bacteria	Acidobacteriota	Acidobacteria_Gp1	Gp1	Gp1	Gp1
595fb3796da64a879b78d462e885400895b74feb	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Mucibacter
6d6bd0e80987b0ce3e650f03dab75101ce6b7ed5	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Rhodoplanes
9ec8ea9a74138f7a246d40863374e99876aff19f	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Gemmatirosa
f7dc8e9d0bb3f1d91f083a268f8cb6a2ce127c61	Bacteria	Actinomycetota	Thermoleophilia	Thermoleophilales	Thermoleophilaceae	Thermoleophilum
64574d02680cb33d641ea7aa1b3bdf031a2086f0	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	Neobacillus
ae639bb07f9f589e6b5ea730fb17caec546a49e4	Bacteria	Actinomycetota	Actinobacteria	Streptomycetales	Streptomycetaceae	Embleya
cfb1334e3862a44aef0fbaec6607cd8eda779438	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Scleromatobacter
620834b172fe370333b4f432eaa49165b242b917	Bacteria	Acidobacteriota	Acidobacteria_Gp1	Gp1	Gp1	Gp1
0f3282b0cc147bff642b6df64dc243517dcdb282	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Boseaceae	Bosea
